"","user_id","Condition","condition","age","gender","field","degree","motivation","sc","pre_mean","steps_I","steps_C","steps_S","gain_I","gain_C","gain_S","pre1_I","pre1_C","pre1_S","pre2_I","pre2_C","pre2_S","pre_mean_z","college_1_feedback_truth","college_1_feedback_length","college_1_ToF","college_2_feedback_truth","college_2_feedback_length","college_2_ToF","college_3_feedback_truth","college_3_feedback_length","college_3_ToF","college_4_feedback_truth","college_4_feedback_length","college_4_ToF","intermediate_1_feedback_truth","intermediate_1_feedback_length","intermediate_1_ToF","intermediate_2_feedback_truth","intermediate_2_feedback_length","intermediate_2_ToF","intermediate_3_feedback_truth","intermediate_3_feedback_length","intermediate_3_ToF","intermediate_4_feedback_truth","intermediate_4_feedback_length","intermediate_4_ToF","statistics_1_feedback_truth","statistics_1_feedback_length","statistics_1_ToF","statistics_2_feedback_truth","statistics_2_feedback_length","statistics_2_ToF","statistics_3_feedback_truth","statistics_3_feedback_length","statistics_3_ToF","statistics_4_feedback_truth","statistics_4_feedback_length","statistics_4_ToF"
"59","811109495","Inaccurate","Inaccurate",52,"Female","Humanit","Post-se",2,0.6,0.5,4,4,4,0,0,0,1,1,1,0,0,0,-0.370320029571751,FALSE,757,15.93200016,FALSE,500,13.5309999,FALSE,1744,11.9059999,FALSE,1353,10.44700003,FALSE,414,16.80299997,FALSE,393,17.22799993,FALSE,229,12.76799989,FALSE,351,12.64999986,FALSE,662,7.445999861,FALSE,865,22.99399996,FALSE,870,16.74799991,FALSE,1008,3.648000002
"60","812851013","Inaccurate","Inaccurate",18,"Female",NA,"Short-c",NA,NA,0.833333333333333,4,4,4,0.5,0,NA,0,1,1,1,1,1,0.96869024684588,FALSE,757,12.51999998,FALSE,500,2.243000031,FALSE,1744,5.967999935,FALSE,1353,5.414000034,FALSE,414,1.875,FALSE,393,1.825000048,FALSE,229,5.757999897,FALSE,351,12.3039999,FALSE,662,7.357000113,FALSE,865,10.63600016,FALSE,870,2.465000153,FALSE,1008,5.444000006
"61","829407208","Accurate","Accurate",19,"Male","Enginee","Upper s",3,7,0.833333333333333,4,4,4,0,-0.5,0,1,1,1,1,1,0,0.96869024684588,TRUE,593,15.32799983,TRUE,816,16.78399992,TRUE,719,7.518000126,TRUE,435,8.394000053,TRUE,434,4.224999905,TRUE,322,2.85800004,TRUE,366,29.95799994,TRUE,434,7.026000023,TRUE,463,5.480999947,TRUE,794,6.351999998,TRUE,708,9.451999903,TRUE,574,12.4690001
"62","851004811","Inaccurate","Inaccurate",23,"Male","Humanit","Post-se",2.25,3,0.666666666666667,4,4,4,0,0,0,1,0,1,1,0,1,0.299185108637064,FALSE,757,9.653000116,FALSE,500,67.20299983,FALSE,1744,33.2019999,FALSE,1353,20.41699982,FALSE,414,38.17599988,FALSE,393,11.69299984,FALSE,229,42.89700007,FALSE,351,60.28299999,FALSE,662,14.95299983,FALSE,865,11.88899994,FALSE,870,12.95900011,FALSE,1008,11.58500004
"63","903388158","Inaccurate",NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,1,NA,NA,1,NA,NA,1.6381953850547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","914553717","Mixed","Mixed",19,"Male",NA,"Upper s",2.25,6.2,0.833333333333333,4,4,4,0,0,0,1,1,1,0,1,1,0.96869024684588,FALSE,757,27.24399996,TRUE,816,20.27200007,FALSE,1744,49.68400002,TRUE,435,7.08100009,FALSE,414,58.87899995,TRUE,322,41.89100003,FALSE,229,16.08099985,TRUE,434,9.911000013,TRUE,463,6.042999983,TRUE,794,25.12700009,FALSE,870,45.37099981,FALSE,1008,110.779
"65","915496472","Control","Control",NA,NA,NA,NA,NA,NA,0.5,4,0,0,0,NA,NA,1,NA,NA,0,NA,NA,-0.370320029571751,NA,149,NA,NA,143,NA,NA,130,NA,NA,105,NA,NA,133,1.396000147,NA,74,2.027000189,NA,66,9.38499999,NA,70,1.508999825,NA,429,NA,NA,255,NA,NA,276,NA,NA,248,NA
"66","919322410","Inaccurate","Inaccurate",NA,NA,NA,NA,NA,NA,0.5,3,0,4,-0.5,NA,-0.5,1,0,1,0,0,1,-0.370320029571751,NA,757,NA,NA,500,NA,NA,1744,NA,NA,1353,NA,FALSE,414,4.604000092,FALSE,393,58.09200001,FALSE,229,11.02400017,FALSE,351,18.77400017,FALSE,662,2.674000025,FALSE,865,8.322999954,FALSE,870,5.819999933,FALSE,1008,7.001999855
"67","938223337","Accurate","Accurate",18,"Male","Service","Upper s",NA,NA,0.5,4,4,4,0,NA,1,1,1,0,0,1,0,-0.370320029571751,TRUE,593,3.051000118,TRUE,816,13.95700002,TRUE,719,3.467999935,TRUE,435,7.115999937,TRUE,434,5.236000061,TRUE,322,1.870000124,TRUE,366,2.305000067,TRUE,434,2.506000042,TRUE,463,3.63499999,TRUE,794,7.741000175,TRUE,708,8.51699996,TRUE,574,7.692000151
"68","945448871","Inaccurate","Inaccurate",18,"Male","Science","Post-se",2.5,2.4,0.333333333333333,4,4,4,0,0,0.5,1,1,0,0,0,0,-1.03982516778057,FALSE,757,119.1889999,FALSE,500,247.572,FALSE,1744,158.2159998,FALSE,1353,10.7190001,FALSE,414,198.7849998,FALSE,393,506.678,FALSE,229,44.10699987,FALSE,351,77.67800021,FALSE,662,23.98200011,FALSE,865,13.61699986,FALSE,870,32.46600008,FALSE,1008,11.47399998
"69","949769612","Control","Control",NA,NA,"Service","Upper s",NA,NA,0.666666666666667,4,3,4,0,0,0,1,0,1,1,1,0,0.299185108637064,NA,149,0.91899991,NA,143,0.653000116,NA,130,NA,NA,105,1.042999983,NA,133,1.457999945,NA,74,8.960000038,NA,66,3.948999882,NA,70,1.664999962,NA,429,7.582999945,NA,255,1.388000011,NA,276,2.004999876,NA,248,1.684000015
"70","982127945","Inaccurate","Inaccurate",NA,NA,NA,NA,NA,NA,1,4,0,0,NA,NA,NA,NA,1,NA,NA,1,NA,1.6381953850547,NA,757,NA,NA,500,NA,NA,1744,NA,NA,1353,NA,FALSE,414,6.736999989,FALSE,393,23.70299983,FALSE,229,18.4690001,FALSE,351,34.46399999,NA,662,NA,NA,865,NA,NA,870,NA,NA,1008,NA
"71","998916787","Accurate","Accurate",NA,NA,NA,NA,NA,NA,0.5,0,4,4,NA,-0.5,0,1,1,0,0,1,0,-0.370320029571751,TRUE,593,5.151000023,TRUE,816,10.12800002,TRUE,719,12.05299997,TRUE,435,16.82999992,NA,434,NA,NA,322,NA,NA,366,NA,NA,434,NA,TRUE,463,2.06400013,TRUE,794,6.60800004,TRUE,708,5.558000088,TRUE,574,9.822000027
"72","999855561","Control","Control",19,"Male",NA,"Upper s",2.25,7.8,0.833333333333333,4,4,4,0,0,NA,1,1,1,0,1,1,0.96869024684588,NA,149,0.799999952,NA,143,7.472000122,NA,130,2.721000195,NA,105,10.01900005,NA,133,1.679000139,NA,74,2.106000185,NA,66,6.016000032,NA,70,0.980000019,NA,429,3.661000013,NA,255,7.106999874,NA,276,1.279999971,NA,248,3.756000042
"73","1013782598","Inaccurate","Inaccurate",18,"Female",NA,"Upper s",2.75,2.6,0.25,4,4,4,0,0,NA,1,0,NA,0,0,NA,-1.37457773688497,FALSE,757,1.973999977,FALSE,500,3.037999868,FALSE,1744,2.488999844,FALSE,1353,5.989000082,FALSE,414,5.387000084,FALSE,393,5.484999895,FALSE,229,2.25,FALSE,351,3.954999924,FALSE,662,10.02200007,FALSE,865,10.72800016,FALSE,870,4.278000116,FALSE,1008,7.886000156
"74","1042266561","Control",NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,1,NA,NA,1,NA,NA,1.6381953850547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","1043277881","Mixed","Mixed",30,"Male","Science","Upper s",3,4.8,0.833333333333333,4,4,4,0,-0.5,-0.5,1,1,1,0,1,1,0.96869024684588,FALSE,757,41.57200003,TRUE,816,128.8170002,FALSE,1744,64.93700004,TRUE,435,32.16600013,FALSE,414,41.09500003,TRUE,322,49.61100006,FALSE,229,100.3409998,TRUE,434,44.20600009,TRUE,463,53.1639998,TRUE,794,19.87600017,FALSE,870,11.49499989,FALSE,1008,36.78500009
"76","1076004349","Accurate","Accurate",19,"Female","Educati","Upper s",3.5,7.2,0.833333333333333,4,4,4,0,0,NA,1,1,1,1,1,0,0.96869024684588,TRUE,593,5.541000128,TRUE,816,17.15499997,TRUE,719,44.58800006,TRUE,435,2.47300005,TRUE,434,4.618999958,TRUE,322,14.65399981,TRUE,366,2.601999998,TRUE,434,21.07599998,TRUE,463,3.279999971,TRUE,794,6.884000063,TRUE,708,8.769000053,TRUE,574,5.950999975
"77","1086220187","Mixed","Mixed",NA,NA,NA,NA,NA,NA,0.5,4,2,4,-1,0,-0.5,1,0,1,1,0,0,-0.370320029571751,NA,757,NA,NA,816,NA,FALSE,1744,17.55200005,TRUE,435,12.29900002,FALSE,414,10.05000019,TRUE,322,13.61899996,FALSE,229,12.18499994,TRUE,434,9.745000124,TRUE,463,13.12399983,TRUE,794,7.792999983,FALSE,870,9.825000048,FALSE,1008,28.65699983
"78","1122312995","Inaccurate","Inaccurate",18,"Female",NA,"Upper s",3.25,3,0.833333333333333,4,4,4,-0.5,0,NA,1,0,1,1,1,1,0.96869024684588,FALSE,757,7.180000067,FALSE,500,2.662999868,FALSE,1744,11.43000007,FALSE,1353,12.46499991,FALSE,414,7.737999916,FALSE,393,3.617000103,FALSE,229,2.84100008,FALSE,351,6.052999973,FALSE,662,100.5970001,FALSE,865,23.41900015,FALSE,870,55.023,FALSE,1008,46.06799984
"79","1122508067","Mixed","Mixed",NA,NA,NA,NA,NA,NA,1,4,0,0,NA,NA,NA,1,NA,NA,1,NA,NA,1.6381953850547,NA,757,NA,NA,816,NA,NA,1744,NA,NA,435,NA,FALSE,414,67.3440001,TRUE,322,4.182999849,FALSE,229,77.398,TRUE,434,9.347999811,NA,463,NA,NA,794,NA,NA,870,NA,NA,1008,NA
"80","1124974029","Inaccurate","Inaccurate",50,"Male","General","Post-se",NA,NA,0.666666666666667,4,2,4,0.5,NA,NA,1,1,0,0,1,1,0.299185108637064,NA,757,NA,NA,500,NA,FALSE,1744,6.625999928,FALSE,1353,63.96799994,FALSE,414,5.327000141,FALSE,393,4.136000156,FALSE,229,22.60500002,FALSE,351,9.322999954,FALSE,662,6.953999996,FALSE,865,5.378999949,FALSE,870,10.4230001,FALSE,1008,2.121999979
"81","1130664389","Control","Control",20,"Male","Humanit","Upper s",3,3.6,0.833333333333333,4,4,4,0,-1,0,1,1,1,0,1,1,0.96869024684588,NA,149,2.053999901,NA,143,1.469000101,NA,130,8.306999922,NA,105,0.969000101,NA,133,1.212000132,NA,74,2.559999943,NA,66,1.388999939,NA,70,6.164999962,NA,429,3.111999989,NA,255,0.65500021,NA,276,1.56400013,NA,248,1.493000031
"82","1156004175","Inaccurate","Inaccurate",37,"Male","Service","Upper s",3.5,7,0.25,4,4,4,0.5,0.5,NA,1,0,NA,0,0,NA,-1.37457773688497,FALSE,757,14.21799994,FALSE,500,45.5059998,FALSE,1744,61.75900006,FALSE,1353,9.197000027,FALSE,414,20.90799999,FALSE,393,123.1720002,FALSE,229,44.34699988,FALSE,351,180.043,FALSE,662,215.8180001,FALSE,865,8.180999994,FALSE,870,9.090000153,FALSE,1008,48.02600002
"83","1161416067","Inaccurate","Inaccurate",NA,NA,NA,NA,NA,NA,0.5,4,4,4,0,0,0,1,0,1,0,0,1,-0.370320029571751,FALSE,757,12.17799997,FALSE,500,28.92400002,FALSE,1744,30.90199995,FALSE,1353,22.43799996,FALSE,414,214.881,FALSE,393,159.7250001,FALSE,229,91.50500011,FALSE,351,130.0369999,FALSE,662,64.73799992,FALSE,865,16.05600023,FALSE,870,21.727,FALSE,1008,137.335
"84","1166604890","Accurate","Accurate",21,NA,"Science",NA,2.25,5,0.666666666666667,4,4,4,0,0,0,1,1,1,0,1,0,0.299185108637064,TRUE,593,6.529999971,TRUE,816,22.10899997,TRUE,719,11.21299982,TRUE,435,10.43299985,TRUE,434,2.822000027,TRUE,322,6.277000189,TRUE,366,1.830999851,TRUE,434,2.953999996,TRUE,463,6.722000122,TRUE,794,11.34800005,TRUE,708,4.803999901,TRUE,574,3.804000139
"85","1181266197","Accurate","Accurate",21,"Female",NA,"Post-se",1.5,3.8,0.5,2,4,4,0,0,0,0,1,1,1,0,0,-0.370320029571751,TRUE,593,4.580999851,TRUE,816,22.49900007,TRUE,719,7.302999973,TRUE,435,7.296000004,TRUE,434,5.74000001,NA,322,NA,NA,366,NA,TRUE,434,10.98899984,TRUE,463,2.486999989,TRUE,794,7.141000032,TRUE,708,6.580000162,TRUE,574,4.807999849
"86","1219678745","Accurate","Accurate",24,"Female",NA,"Primary",3.75,6.8,0.333333333333333,4,4,4,0,1,-0.5,0,0,1,0,0,1,-1.03982516778057,TRUE,593,3.811000109,TRUE,816,103.7080002,TRUE,719,11.59300017,TRUE,435,68.46500015,TRUE,434,5.208999872,TRUE,322,8.457999945,TRUE,366,6.335999966,TRUE,434,11.81799984,TRUE,463,6.588000059,TRUE,794,7.782000065,TRUE,708,6.066999912,TRUE,574,6.740999937
"87","1222506992","Control","Control",22,"Female",NA,NA,2.5,8.4,0.833333333333333,4,4,4,0,0,0.5,1,1,1,1,1,0,0.96869024684588,NA,149,0.245000124,NA,143,1.171999931,NA,130,4.210000038,NA,105,1.751000166,NA,133,0.902999878,NA,74,1.063999891,NA,66,0.781000137,NA,70,3.299999952,NA,429,0.809999943,NA,255,1.300000191,NA,276,5.221000195,NA,248,1.649999857
"88","1227556986","Mixed","Mixed",47,"Female",NA,"Upper s",2.75,4,0.2,4,4,4,NA,0,-0.5,NA,0,0,0,0,1,-1.57542927834762,FALSE,757,43.65499997,TRUE,816,71.29199982,FALSE,1744,37.27600002,TRUE,435,24.50100017,FALSE,414,39.921,TRUE,322,17.79900002,FALSE,229,38.66799998,TRUE,434,86.86800003,TRUE,463,10.43599987,TRUE,794,26.10399985,FALSE,870,14.15299988,FALSE,1008,33.56200004
"89","1230566277","Inaccurate","Inaccurate",25,"Male",NA,"Upper s",1,6.2,0.333333333333333,4,4,4,0,0.5,0.5,1,0,1,0,0,0,-1.03982516778057,FALSE,757,351.155,FALSE,500,142.5440001,FALSE,1744,427.6860001,FALSE,1353,466.431,FALSE,414,39.11099982,FALSE,393,9.593000174,FALSE,229,33.33300018,FALSE,351,5.894000053,FALSE,662,87.16000009,FALSE,865,45.898,FALSE,870,87.42400002,FALSE,1008,36.62299991
"90","1231887590","Control","Control",NA,NA,"Enginee",NA,NA,NA,0.833333333333333,4,4,4,-0.5,0.5,0,1,1,1,1,0,1,0.96869024684588,NA,149,0.690000057,NA,143,1.03399992,NA,130,0.358999968,NA,105,6.220999956,NA,133,4.972000122,NA,74,0.545000076,NA,66,0.725999832,NA,70,0.702000141,NA,429,0.019999981,NA,255,0.779999971,NA,276,4.71600008,NA,248,0.259000063
"91","1237274354","Mixed","Mixed",23,"Female","Science","Upper s",2.25,3.2,0.333333333333333,4,4,2,0,0,0.5,1,0,1,0,0,0,-1.03982516778057,FALSE,757,439.691,TRUE,816,639.325,FALSE,1744,1264.26,TRUE,435,252.164,FALSE,414,517.4650002,TRUE,322,221.2409999,FALSE,229,136.803,TRUE,434,17.53400016,TRUE,463,26.93000007,TRUE,794,110.767,FALSE,870,393.152,FALSE,1008,285.1210001
"92","1241064907","Mixed",NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,1.6381953850547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","1242665562","Control","Control",27,"Female",NA,NA,4,6.6,0.666666666666667,4,1,4,0,0,0.5,1,1,0,0,1,1,0.299185108637064,NA,149,NA,NA,143,3.628000021,NA,130,NA,NA,105,NA,NA,133,2.069000006,NA,74,14.01600003,NA,66,4.486999989,NA,70,2.218999863,NA,429,2.480999947,NA,255,3.027999878,NA,276,44.31200004,NA,248,24.28700018
"94","1253134314","Inaccurate","Inaccurate",37,"Male","Science","Lower s",3,7,0.5,4,2,4,0,-0.5,0.5,1,0,1,0,1,0,-0.370320029571751,FALSE,757,206.1379998,NA,500,NA,FALSE,1744,240.0710001,NA,1353,NA,FALSE,414,21.61000013,FALSE,393,106.5120001,FALSE,229,13.12000012,FALSE,351,34.00100017,FALSE,662,82.69499993,FALSE,865,26.477,FALSE,870,57.273,FALSE,1008,36.15799999
"95","1288720319","Control","Control",23,"Male","Science","Post-se",4,8.4,0.666666666666667,4,4,4,0,0,0,1,1,1,0,0,1,0.299185108637064,NA,149,1.164000034,NA,143,4.609999895,NA,130,1.226999998,NA,105,1.257999897,NA,133,5.882999897,NA,74,0.924000025,NA,66,2.608999968,NA,70,1.664999962,NA,429,4.263999939,NA,255,1.092000008,NA,276,1.19900012,NA,248,0.822999954
"96","1299962511","Control","Control",40,"Male","Science",NA,3,7.4,0.5,4,4,4,0,0,0,1,0,1,0,0,1,-0.370320029571751,NA,149,6.46600008,NA,143,1.618000031,NA,130,1.049999952,NA,105,1.299000025,NA,133,6.736000061,NA,74,10.5059998,NA,66,3.559999943,NA,70,3.64199996,NA,429,1.017000198,NA,255,2.012999773,NA,276,3.462999821,NA,248,0.884000063
"97","1307269878","Control","Control",20,"Male",NA,"Post-se",2.5,3.2,0.333333333333333,4,4,4,-0.5,0,0.5,0,0,1,1,0,0,-1.03982516778057,NA,149,0.426999807,NA,143,2.775000095,NA,130,0.619999886,NA,105,0.987999916,NA,133,0.916000128,NA,74,3.93599987,NA,66,1.970999956,NA,70,1.384000063,NA,429,0.625,NA,255,2.098999977,NA,276,3.741000175,NA,248,1.823999882
"98","1312179604","Inaccurate","Inaccurate",23,"Male","Humanit","Post-se",3,4.8,0.333333333333333,4,4,4,0,0,0.5,1,0,1,0,0,0,-1.03982516778057,FALSE,757,86.9059999,FALSE,500,46.25199986,FALSE,1744,93.3579998,FALSE,1353,37.51999998,FALSE,414,20.01999998,FALSE,393,64.05999994,FALSE,229,23.75099993,FALSE,351,56.17499995,FALSE,662,11.2750001,FALSE,865,16.28200006,FALSE,870,10.76999998,FALSE,1008,12.21300006
"99","1343642633","Inaccurate","Inaccurate",21,"Female",NA,"Upper s",NA,NA,0.5,4,4,4,0,-0.5,0,1,0,0,0,1,1,-0.370320029571751,FALSE,757,24.87399983,FALSE,500,3.807999849,FALSE,1744,7.388000011,FALSE,1353,10.58500004,FALSE,414,5.559999943,FALSE,393,61.08099985,FALSE,229,1.752000093,FALSE,351,6.02699995,FALSE,662,26.01999998,FALSE,865,17.36199999,FALSE,870,9.625999928,FALSE,1008,12.63300014
"100","1344573487","Inaccurate","Inaccurate",21,"Female",NA,"Upper s",3,6,0.333333333333333,4,4,4,0,0.5,0,1,0,1,0,0,0,-1.03982516778057,FALSE,757,190.48,FALSE,500,19.57299995,FALSE,1744,24.95600009,FALSE,1353,171.9720001,FALSE,414,24.11500001,FALSE,393,9.949999809,FALSE,229,25.53400016,FALSE,351,7.152999878,FALSE,662,18.50500011,FALSE,865,28.48399997,FALSE,870,27.31499982,FALSE,1008,34.06100011
"101","1351064048","Control","Control",NA,NA,NA,NA,NA,NA,0.75,4,0,4,NA,NA,0,1,NA,1,1,NA,0,0.633937677741472,NA,149,NA,NA,143,NA,NA,130,NA,NA,105,NA,NA,133,7.590000153,NA,74,9.921000004,NA,66,4.420000076,NA,70,4.480000019,NA,429,0.782000065,NA,255,2.421999931,NA,276,1.641000032,NA,248,11.171
"102","1379435368","Control","Control",NA,NA,NA,NA,NA,NA,0.5,0,1,4,NA,NA,0,NA,0,0,NA,1,1,-0.370320029571751,NA,149,NA,NA,143,NA,NA,130,NA,NA,105,0.769999981,NA,133,NA,NA,74,NA,NA,66,NA,NA,70,NA,NA,429,4.236000061,NA,255,2.059000015,NA,276,1.148999929,NA,248,7.536999941
"103","1397209499","Inaccurate","Inaccurate",18,"Female","Science","Upper s",NA,NA,0.666666666666667,1,3,4,0,0,-0.5,0,1,1,1,0,1,0.299185108637064,FALSE,757,1.467999935,FALSE,500,3.286000013,FALSE,1744,2.615999937,NA,1353,NA,FALSE,414,4.868000031,NA,393,NA,NA,229,NA,NA,351,NA,FALSE,662,15.25200009,FALSE,865,3.005000114,FALSE,870,4.107999802,FALSE,1008,6.809999943
"104","1425832754","Accurate","Accurate",NA,NA,NA,NA,NA,NA,1,1,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,1.6381953850547,NA,593,NA,NA,816,NA,NA,719,NA,NA,435,NA,TRUE,434,11.16199994,TRUE,322,5.592999935,TRUE,366,4.063999891,TRUE,434,1.898999929,NA,463,NA,NA,794,NA,NA,708,NA,NA,574,NA
"105","1447346942","Mixed","Mixed",54,"Male","Service","Primary",NA,NA,0.333333333333333,4,4,4,0.5,0,0,0,0,1,0,1,0,-1.03982516778057,FALSE,757,2.187999964,TRUE,816,8.554999828,FALSE,1744,2.745000124,TRUE,435,2.305999994,FALSE,414,5.325999975,TRUE,322,5.029000044,FALSE,229,2.723999977,TRUE,434,1.980000019,TRUE,463,6.432999849,TRUE,794,11.88000011,FALSE,870,3.35800004,FALSE,1008,1.86500001
"106","1497685462","Accurate","Accurate",21,"Female",NA,"Upper s",2.75,3.8,0.333333333333333,4,4,4,0,0,0,1,0,0,0,1,0,-1.03982516778057,TRUE,593,47.90900016,TRUE,816,26.64499998,TRUE,719,37.83999991,TRUE,435,12.8039999,TRUE,434,17.71700001,TRUE,322,15.6559999,TRUE,366,5.400000095,TRUE,434,5.06799984,TRUE,463,3.019999981,TRUE,794,12.86300015,TRUE,708,12.28500009,TRUE,574,8.241000175
"107","1544009501","Inaccurate","Inaccurate",21,"Female","Science","Upper s",2.5,3.6,0.5,4,1,4,0.5,0.5,0,1,0,1,0,1,0,-0.370320029571751,FALSE,757,37.32299995,FALSE,500,173.497,NA,1744,NA,NA,1353,NA,FALSE,414,23.8499999,FALSE,393,28.21499991,FALSE,229,109.3310001,FALSE,351,7.340999842,FALSE,662,12.34500003,FALSE,865,24.12599993,FALSE,870,9.803999901,FALSE,1008,15.63600016
"108","1549605149","Inaccurate","Inaccurate",19,"Male","Enginee",NA,2.75,6.4,0.833333333333333,4,2,4,0,0,0.5,1,1,1,1,1,0,0.96869024684588,NA,757,NA,NA,500,NA,FALSE,1744,40.99300003,FALSE,1353,28.40200019,FALSE,414,47.59800005,FALSE,393,5.679000139,FALSE,229,71.28199983,FALSE,351,10.07500005,FALSE,662,23.15899992,FALSE,865,35.93200016,FALSE,870,8.121999979,FALSE,1008,45.15700006
"109","1559144085","Mixed","Mixed",21,"Male",NA,"Primary",1.75,5.8,1,4,4,4,0,-0.5,0,1,1,1,1,1,1,1.6381953850547,FALSE,757,1.667999983,TRUE,816,5.305999994,FALSE,1744,9.731000185,TRUE,435,6.3349998,FALSE,414,12.92700005,TRUE,322,2.910999775,FALSE,229,26.39999986,TRUE,434,5.504999876,TRUE,463,2.556999922,TRUE,794,7.019999981,FALSE,870,40.54699993,FALSE,1008,10.35600019
"110","1563306690","Accurate","Accurate",20,"Female",NA,"Upper s",2.75,6.6,0.833333333333333,4,4,4,0,0,0,1,1,1,1,0,1,0.96869024684588,TRUE,593,13.32800007,TRUE,816,12.32500005,TRUE,719,5.252000093,TRUE,435,12.96099997,TRUE,434,9.264999866,TRUE,322,26.5940001,TRUE,366,15.17000008,TRUE,434,14.77899981,TRUE,463,4.911000013,TRUE,794,13.85500002,TRUE,708,10.05400014,TRUE,574,11.38900018
"111","1581150327","Inaccurate","Inaccurate",35,"Male",NA,"Upper s",2.75,7.4,1,4,4,4,-0.5,-0.5,0,1,1,1,1,1,1,1.6381953850547,FALSE,757,26.62000012,FALSE,500,61.92400002,FALSE,1744,35.46500015,FALSE,1353,16.08000016,FALSE,414,63.72399998,FALSE,393,21.10700011,FALSE,229,55.01099992,FALSE,351,85.21799994,FALSE,662,15.64599991,FALSE,865,76.10500002,FALSE,870,8.638000011,FALSE,1008,47.40300012
"112","1586446592","Mixed","Mixed",19,"Female",NA,"Post-se",2.75,4.8,0.666666666666667,4,4,4,0,0.5,0,1,0,1,0,1,1,0.299185108637064,FALSE,757,29.76399994,TRUE,816,85.12799978,FALSE,1744,219.263,TRUE,435,12.2579999,FALSE,414,6.81400013,TRUE,322,37.41000009,FALSE,229,5.996000051,TRUE,434,51.73600006,TRUE,463,7.068000078,TRUE,794,10.23300004,FALSE,870,47.19700003,FALSE,1008,13.43099999
"113","1591475375","Inaccurate","Inaccurate",20,"Female",NA,"Upper s",2.75,5.4,0.333333333333333,4,4,4,-0.5,0,0,1,0,1,0,0,0,-1.03982516778057,FALSE,757,34.43900013,FALSE,500,13.44299984,FALSE,1744,21.1500001,FALSE,1353,88.91100001,FALSE,414,7.806999922,FALSE,393,31.07199979,FALSE,229,65.45499992,FALSE,351,25.06599998,FALSE,662,28.15699983,FALSE,865,15.20299983,FALSE,870,11.49899983,FALSE,1008,23.86599994
"114","1592264439","Control","Control",NA,NA,NA,NA,NA,NA,1,0,0,4,NA,NA,0,1,NA,1,1,NA,1,1.6381953850547,NA,149,NA,NA,143,NA,NA,130,NA,NA,105,NA,NA,133,NA,NA,74,NA,NA,66,NA,NA,70,NA,NA,429,5.1650002,NA,255,0.881999969,NA,276,0.747999907,NA,248,1.643999815
"115","1593439491","Control","Control",29,"Male",NA,"Upper s",2.25,3.8,0.5,4,4,4,0.5,0,-0.5,0,1,1,0,0,1,-0.370320029571751,NA,149,1.633000135,NA,143,7.739000082,NA,130,1.625999928,NA,105,6.834000111,NA,133,3.631999969,NA,74,3.694999933,NA,66,9.848999977,NA,70,5.132999897,NA,429,1.525000095,NA,255,6.983999968,NA,276,1.289999962,NA,248,1.376999855
"116","1612187936","Inaccurate","Inaccurate",25,"Female",NA,"Upper s",3,4.2,0.5,4,4,4,0,0,1,1,1,0,0,1,0,-0.370320029571751,FALSE,757,391.5860002,FALSE,500,590.0780001,FALSE,1744,122.984,FALSE,1353,853.5090001,FALSE,414,199.971,FALSE,393,333.7809999,FALSE,229,187.244,FALSE,351,463.8380001,FALSE,662,69.32999992,FALSE,865,32.13599992,FALSE,870,67.49300003,FALSE,1008,31.50600004
"117","1635413004","Inaccurate",NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,1.6381953850547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","1636454737","Accurate","Accurate",19,"Non-bin","Science","Short-c",3,3.4,0.5,4,4,4,0,0,1,1,0,0,1,1,0,-0.370320029571751,TRUE,593,83.17499995,TRUE,816,26.22399998,TRUE,719,76.22799993,TRUE,435,5.426999807,TRUE,434,2.434999943,TRUE,322,8.576999903,TRUE,366,12.45099998,TRUE,434,4.463000059,TRUE,463,4.849999905,TRUE,794,8.766000032,TRUE,708,6.747999907,TRUE,574,12.5309999
